CallNumber,Algorithm,BestHost,TotalHosts,MEC_Hosts,MMEC_Hosts,BestHost_RAM,Total_RAM,BestHost_Disk,Total_Disk,BestHost_CPU,Total_CPU,Latency,BestHost_Latitude,BestHost_Longitude,UE_Latitude,UE_Longitude,Distance,ExecutionTime,std_Utilization
13,HHO,mmecHost[4],20,0,20,1.496133762343898E9,2.0E9,8.285872076532837E10,1.0E11,2682.9102844541767,3000.0,1000000.0,5971.305173777478,5368.592267020873,7522.119,2631.028,3146.312387489912,1,0.0
14,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7526.223,2618.278,7968.651851537561,0,0.0
15,HHO,mmecHost[12],20,0,20,6.530842236900659E8,2.0E9,8.006935874025346E10,1.0E11,949.9188309724474,3000.0,1000000.0,6378.35545999808,5663.04677388038,7529.867,2606.956,3265.833682990359,1,0.0
16,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7520.908,2634.788,7969.075539195748,0,0.0
17,HHO,mmecHost[16],20,0,20,1.7016291451842115E9,2.0E9,5.329918685796155E10,1.0E11,2683.597403631462,3000.0,1000000.0,1260.4555861242661,6522.424360345191,7525.012,2622.039,7379.5442285975005,1,0.0
18,HHO,mmecHost[17],20,0,20,1.0220322185246149E9,2.0E9,6.293385874826437E10,1.0E11,2694.5930543607487,3000.0,1000000.0,9053.012569986427,2243.6127535568858,7528.971,2609.741,1567.403138918066,1,0.0
19,HHO,mmecHost[1],20,0,20,1.7924755107071266E9,2.0E9,8.243723183929681E10,1.0E11,2245.2663847586828,3000.0,1000000.0,2924.108237733241,8129.87407049067,7519.669,2638.541,7160.580815181847,0,0.0
20,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7523.8,2625.803,7968.839804815316,0,0.0
21,HHO,mmecHost[18],20,0,20,1.2872193145426538E9,2.0E9,4.586811291647745E10,1.0E11,1681.0184900679615,3000.0,1000000.0,7959.191027532675,4678.849139000387,7527.774,2613.459,2109.966131937944,1,0.0
22,HHO,mmecHost[3],20,0,20,1.2362433974506357E9,2.0E9,5.95676399294297E10,1.0E11,1653.9629644274846,3000.0,1000000.0,6515.347855697703,7418.983839014224,7518.413,2642.29,4880.875302175895,1,0.0
23,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7522.59,2629.563,7968.937311779344,0,0.0
24,HHO,mmecHost[1],20,0,20,1.5911272358563786E9,2.0E9,2.6387804691486538E10,1.0E11,2250.17156479814,3000.0,1000000.0,2924.108237733241,8129.87407049067,7526.561,2617.226,7181.355037733577,1,0.0
25,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7530.0,2606.0,7968.195278731565,0,0.0
26,HHO,mmecHost[17],20,0,20,1.5935958827334633E9,2.0E9,6.334584084122717E10,1.0E11,2446.7939375935484,3000.0,1000000.0,9053.012569986427,2243.6127535568858,7517.158,2646.035,1587.7005147635732,0,0.0
27,HHO,mmecHost[14],20,0,20,1.056582828941471E9,2.0E9,7.71697032768831E10,1.0E11,1024.5060918340102,3000.0,1000000.0,9397.062908458529,6086.927600432497,7521.379,2633.325,3930.084101665557,0,0.0
28,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7525.349,2620.991,7968.718303082497,0,0.0
29,HHO,mmecHost[9],20,0,20,1.0568016572374303E9,2.0E9,6.488037011963016E10,1.0E11,2270.0813462345814,3000.0,1000000.0,9302.1,5362.2699999999995,7529.308,2608.692,3274.902025610537,0,0.0
30,HHO,mmecHost[6],20,0,20,1.3525683158761697E9,2.0E9,6.62804640050984E10,1.0E11,812.6598966083126,3000.0,1000000.0,9950.155382835163,6874.901660201538,7515.903,2649.781,4876.19003491461,1,0.0
31,HHO,mmecHost[19],20,0,20,1.0433616710543969E9,2.0E9,8.257076154950134E10,1.0E11,2454.72050134252,3000.0,1000000.0,7322.337799259497,4970.367314953862,7520.16,2637.076,2341.66222661274,0,0.0
32,HHO,mmecHost[17],20,0,20,1.4030726679630072E9,2.0E9,8.646890428277505E10,1.0E11,2350.4096026386633,3000.0,1000000.0,9053.012569986427,2243.6127535568858,7524.141,2624.746,1575.6620288174213,0,0.0
33,HHO,mmecHost[8],20,0,20,1.7012104677449496E9,2.0E9,8.782620975733987E10,1.0E11,2057.501081967806,3000.0,1000000.0,5821.80582306546,7488.360208027685,7528.167,2612.236,5166.067726836636,0,0.0
34,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7514.65,2653.521,7969.387574960889,0,0.0
35,HHO,mmecHost[1],20,0,20,8.166595870919753E8,2.0E9,5.707081128812238E10,1.0E11,2476.311276022392,3000.0,1000000.0,2924.108237733241,8129.87407049067,7518.911,2640.804,7158.3589364386235,0,0.0
36,HHO,mmecHost[7],20,0,20,1.737200612906372E9,2.0E9,8.144388039002618E10,1.0E11,1370.3847258913527,3000.0,1000000.0,7362.043088190569,7623.132275419912,7522.931,2628.504,4997.218879515934,0,0.0
37,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7526.959,2615.989,7968.5952485869175,0,0.0
38,HHO,mmecHost[7],20,0,20,1.4877423454829812E9,2.0E9,7.949529496959212E10,1.0E11,2518.612128101803,3000.0,1000000.0,7362.043088190569,7623.132275419912,7530.0,2606.0,5019.942807770298,0,0.0
39,HHO,mmecHost[16],20,0,20,9.933277385131229E8,2.0E9,8.234756604931912E10,1.0E11,2361.425952353633,3000.0,1000000.0,1260.4555861242661,6522.424360345191,7513.396,2657.265,7351.103366185547,0,0.0
40,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7517.655,2644.551,7969.240032187887,0,0.0
41,HHO,mmecHost[20],20,0,20,8.015961623279712E8,2.0E9,6.7624924906116234E10,1.0E11,1744.5146971814236,3000.0,1000000.0,4668.295921547615,8567.03294759933,7521.721,2632.262,6585.099914109886,1,0.0
42,HHO,mmecHost[19],20,0,20,9.701964035715218E8,2.0E9,8.477941154174588E10,1.0E11,2690.1655274479444,3000.0,1000000.0,7322.337799259497,4970.367314953862,7525.75,2619.746,2359.406088346285,0,0.0
43,HHO,mmecHost[9],20,0,20,1.0813226827106388E9,2.0E9,5.269620088278583E10,1.0E11,1183.5155773717677,3000.0,1000000.0,9302.1,5362.2699999999995,7529.575,2607.863,3275.454593987528,0,0.0
44,HHO,mmecHost[11],20,0,20,9.136146246547514E8,2.0E9,4.430410298476729E10,1.0E11,2503.6778938879643,3000.0,0.003205363778,7430.970528422775,2871.2695031976136,7512.139,2661.016,225.37714255232655,0,0.0
45,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7516.399,2648.301,7969.300603804702,0,0.0
46,HHO,mmecHost[3],20,0,20,1.6654256193457654E9,2.0E9,3.7405305089790596E10,1.0E11,977.1201012292447,3000.0,1000000.0,6515.347855697703,7418.983839014224,7520.507,2636.036,4887.42620774016,0,0.0
47,HHO,mmecHost[8],20,0,20,1.2327369538000104E9,2.0E9,8.125174213745871E10,1.0E11,2106.259528462858,3000.0,1000000.0,5821.80582306546,7488.360208027685,7524.54,2623.505,5154.233199262043,0,0.0
48,HHO,mmecHost[20],20,0,20,4.9266671655077124E8,2.0E9,3.9448632172878525E10,1.0E11,1626.9825992841797,3000.0,1000000.0,4668.295921547615,8567.03294759933,7528.506,2611.185,6607.036133381121,0,0.0
49,HHO,mmecHost[1],20,0,20,1.3435952112545187E9,2.0E9,5.782047305720357E10,1.0E11,1484.8927370093397,3000.0,1000000.0,2924.108237733241,8129.87407049067,7510.882,2664.767,7134.836286709449,0,0.0
50,HHO,mmecHost[20],20,0,20,1.6682372204875622E9,2.0E9,7.860327560193777E10,1.0E11,1771.7157622891973,3000.0,1000000.0,4668.295921547615,8567.03294759933,7515.139,2652.063,6564.402866547381,0,0.0
51,HHO,mmecHost[5],20,0,20,1.4053637012028432E9,2.0E9,7.783098734471889E10,1.0E11,2045.3603718278268,3000.0,1000000.0,6240.579139362918,8500.636257132912,7519.252,2639.785,5998.715007630072,0,0.0
52,HHO,mmecHost[4],20,0,20,1.0487143549977487E9,2.0E9,7.187122369058476E10,1.0E11,2570.4405569043784,3000.0,1000000.0,5971.305173777478,5368.592267020873,7523.33,2627.265,3150.1835257843595,0,0.0
53,HHO,mmecHost[8],20,0,20,1.3927380307095554E9,2.0E9,8.27108311511283E10,1.0E11,1682.2051645818926,3000.0,1000000.0,5821.80582306546,7488.360208027685,7527.298,2614.938,5163.230343814069,1,0.0
54,HHO,mmecHost[10],20,0,20,1.4601619113020015E9,2.0E9,5.626613435544616E10,1.0E11,2434.7392857774194,3000.0,1000000.0,8194.854514066516,6101.282306905374,7530.0,2605.0,3558.9354439852073,6,0.0
55,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7509.629,2668.509,7969.659214842376,0,0.0
56,HHO,mmecHost[17],20,0,20,1.409021803993765E9,2.0E9,6.90147006321232E10,1.0E11,1799.9435916805683,3000.0,1000000.0,9053.012569986427,2243.6127535568858,7513.883,2655.811,1593.3697711383206,0,0.0
57,HHO,mmecHost[3],20,0,20,1.589734403771328E9,2.0E9,8.269192803163199E10,1.0E11,1932.5970011155582,3000.0,1000000.0,6515.347855697703,7418.983839014224,7517.998,2643.528,4879.578443087525,0,0.0
58,HHO,mmecHost[14],20,0,20,1.5373503046533465E9,2.0E9,8.33727964807102E10,1.0E11,1886.0943667823901,3000.0,1000000.0,9397.062908458529,6086.927600432497,7522.119,2631.027,3931.7507067380857,0,0.0
59,HHO,mmecHost[1],20,0,20,1.273168787278409E9,2.0E9,8.771258436600928E10,1.0E11,1673.690318905601,3000.0,1000000.0,2924.108237733241,8129.87407049067,7526.084,2618.71,7179.910189435381,0,0.0
60,HHO,mmecHost[14],20,0,20,8.986632376909796E8,2.0E9,6.6535546842145065E10,1.0E11,1695.5826096308347,3000.0,1000000.0,9397.062908458529,6086.927600432497,7529.791,2607.193,3949.0830922589435,0,0.0
61,HHO,mmecHost[7],20,0,20,1.429627919008524E9,2.0E9,8.289713879719182E10,1.0E11,2531.774672049443,3000.0,1000000.0,7362.043088190569,7623.132275419912,7508.376,2672.248,4953.046378712678,0,0.0
62,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7512.63,2659.551,7969.493148155722,0,0.0
63,HHO,mmecHost[3],20,0,20,7.683299647202346E8,2.0E9,4.921787175703091E10,1.0E11,2016.8464972858874,3000.0,1000000.0,6515.347855697703,7418.983839014224,7516.743,2647.274,4875.654522500273,0,0.0
64,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7520.908,2634.791,7969.07653107592,0,0.0
65,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7524.875,2622.465,7968.7556394866315,0,0.0
66,HHO,mmecHost[3],20,0,20,1.760855922906877E9,2.0E9,8.298776565100247E10,1.0E11,1951.1731543203198,3000.0,1000000.0,6515.347855697703,7418.983839014224,7528.823,2610.199,4914.421990026052,0,0.0
67,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7507.118,2676.004,7969.806652230655,0,0.0
68,HHO,mmecHost[1],20,0,20,1.794913537630771E9,2.0E9,8.740449993885538E10,1.0E11,2665.9705277306302,3000.0,1000000.0,2924.108237733241,8129.87407049067,7511.378,2663.289,7136.287284346,0,0.0
69,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7515.494,2651.002,7969.345121654601,0,0.0
70,HHO,mmecHost[2],20,0,20,1.2252087379166403E9,2.0E9,8.777925020295732E10,1.0E11,1868.7528481307638,3000.0,1000000.0,5236.30028550732,7167.692208768915,7519.672,2638.53,5072.188551294773,0,0.0
71,HHO,mmecHost[10],20,0,20,1.3686528244867952E9,2.0E9,8.720755631061815E10,1.0E11,1567.9238783322523,3000.0,1000000.0,8194.854514066516,6101.282306905374,7523.664,2626.227,3539.2804483714026,0,0.0
72,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7527.61,2613.969,7968.547310837842,0,0.0
73,HHO,mmecHost[7],20,0,20,9.084872232868835E8,2.0E9,8.609891392749321E10,1.0E11,2291.190208381713,3000.0,1000000.0,7362.043088190569,7623.132275419912,7530.0,2605.0,5020.942248008394,0,0.0
74,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7505.865,2679.743,7969.882806181908,0,0.0
75,HHO,mmecHost[12],20,0,20,1.696514516572777E9,2.0E9,8.71282453148798E10,1.0E11,2117.6403671046583,3000.0,1000000.0,6378.35545999808,5663.04677388038,7510.125,2667.029,3202.6590191719297,0,0.0
76,HHO,mmecHost[19],20,0,20,1.017231071473055E9,2.0E9,4.970157435383856E10,1.0E11,1608.2607832886617,3000.0,1000000.0,7322.337799259497,4970.367314953862,7514.242,2654.738,2323.5675902662147,0,0.0
77,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7518.417,2642.278,7969.204929927013,0,0.0
78,HHO,mmecHost[3],20,0,20,1.5099161138648176E9,2.0E9,8.444964308900726E10,1.0E11,2127.656524479278,3000.0,1000000.0,6515.347855697703,7418.983839014224,7522.455,2629.985,4893.748530542238,0,0.0
79,HHO,mmecHost[9],20,0,20,1.6290844398660798E9,2.0E9,5.7186443269617424E10,1.0E11,2417.1341264263256,3000.0,1000000.0,9302.1,5362.2699999999995,7526.401,2617.723,3268.8905111382974,0,0.0
80,HHO,mmecHost[11],20,0,20,1.4982095753198907E9,2.0E9,5.2917366680078636E10,1.0E11,2408.7468187898153,3000.0,1000000.0,7430.970528422775,2871.2695031976136,7529.988,2606.581,282.6030137888478,0,0.0
81,HHO,mmecHost[20],20,0,20,9.684098508158219E8,2.0E9,4.4547297181801956E10,1.0E11,2594.522583130429,3000.0,1000000.0,4668.295921547615,8567.03294759933,7504.515,2683.466,6531.5004928316885,0,0.0
82,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7508.875,2670.759,7969.702466322441,0,0.0
83,HHO,mmecHost[10],20,0,20,6.497513790930567E8,2.0E9,7.754115993503629E10,1.0E11,2114.4417934113353,3000.0,1000000.0,8194.854514066516,6101.282306905374,7512.994,2658.465,3509.6901244084534,0,0.0
84,HHO,mmecHost[17],20,0,20,1.1385340680008042E9,2.0E9,8.345219742343546E10,1.0E11,1547.6908663300028,3000.0,1000000.0,9053.012569986427,2243.6127535568858,7517.164,2646.019,1587.6906553563233,0,0.0
85,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7521.241,2633.755,7969.048348460813,0,0.0
86,HHO,mmecHost[19],20,0,20,1.5256442002958362E9,2.0E9,5.289190977731264E10,1.0E11,1548.2662519461655,3000.0,1000000.0,7322.337799259497,4970.367314953862,7525.189,2621.49,2357.6202515135315,0,0.0
87,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7529.166,2609.135,7968.433102171405,0,0.0
88,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7503.077,2687.157,7969.753898997008,0,0.0
89,HHO,mmecHost[19],20,0,20,1.3639482368407972E9,2.0E9,5.43322183723986E10,1.0E11,1574.162530826779,3000.0,1000000.0,7322.337799259497,4970.367314953862,7507.621,2674.502,2303.3296353072956,0,0.0
90,HHO,mmecHost[12],20,0,20,1.125703715359108E9,2.0E9,5.168738873189672E10,1.0E11,2570.2920546047535,3000.0,1000000.0,6378.35545999808,5663.04677388038,7511.739,2662.21,3207.7374568720693,0,0.0
91,HHO,mmecHost[9],20,0,20,1.1255171716413186E9,2.0E9,6.3724070540118996E10,1.0E11,1736.7817343743818,3000.0,1000000.0,9302.1,5362.2699999999995,7515.907,2649.77,3247.7902769804887,0,0.0
92,HHO,mmecHost[10],20,0,20,1.5567153595909178E9,2.0E9,8.865174400048016E10,1.0E11,2641.8285157939767,3000.0,1000000.0,8194.854514066516,6101.282306905374,7520.012,2637.517,3528.892534508935,0,0.0
93,HHO,mmecHost[1],20,0,20,1.1526337086486118E9,2.0E9,8.548524021357611E10,1.0E11,2610.288438170293,3000.0,1000000.0,2924.108237733241,8129.87407049067,7523.972,2625.27,7173.521631965527,0,0.0
94,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7527.973,2612.84,7968.519960088511,0,0.0
95,HHO,mmecHost[3],20,0,20,1.3271382444303212E9,2.0E9,7.736847048578317E10,1.0E11,2477.2372868552575,3000.0,1000000.0,6515.347855697703,7418.983839014224,7501.641,2690.845,4829.914186348706,0,0.0
96,HHO,mmecHost[8],20,0,20,1.6680000686519938E9,2.0E9,4.371070352160748E10,1.0E11,1008.4983909138106,3000.0,1000000.0,5821.80582306546,7488.360208027685,7506.371,2678.233,5096.575673209289,0,0.0
97,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7510.487,2665.947,7969.610303143937,0,0.0
98,HHO,mmecHost[8],20,0,20,1.3547785371877692E9,2.0E9,8.978685429632758E10,1.0E11,2568.2574510947666,3000.0,1000000.0,5821.80582306546,7488.360208027685,7514.651,2653.519,5122.637435922353,0,0.0
99,HHO,mmecHost[4],20,0,20,1.4126647657014985E9,2.0E9,7.73640815251407E10,1.0E11,2619.021328842772,3000.0,1000000.0,5971.305173777478,5368.592267020873,7518.756,2641.265,3135.748408436543,0,0.0
100,HHO,mmecHost[20],20,0,20,9.226909612496623E8,2.0E9,7.855407565905617E10,1.0E11,1982.7120512770243,3000.0,1000000.0,4668.295921547615,8567.03294759933,7522.762,2629.028,6588.465629473181,0,0.0
101,HHO,mmecHost[3],20,0,20,1.6422895365691574E9,2.0E9,5.689037194440038E10,1.0E11,1499.7811191595642,3000.0,1000000.0,6515.347855697703,7418.983839014224,7526.765,2616.592,4907.742048561541,0,0.0
102,HHO,mmecHost[18],20,0,20,7.654450944145917E8,2.0E9,7.553719617970518E10,1.0E11,1047.9801277470024,3000.0,1000000.0,7959.191027532675,4678.849139000387,7530.0,2606.0,2116.8156488388877,0,0.0
103,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.209,2694.52,7969.540330162148,0,0.0
104,HHO,mmecHost[6],20,0,20,1.524252877787942E9,2.0E9,5.1714246200392746E10,1.0E11,2008.6298867017742,3000.0,1000000.0,9950.155382835163,6874.901660201538,7505.097,2681.972,4853.7582995932435,0,0.0
105,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7509.23,2669.699,7969.681796878781,0,0.0
106,HHO,mmecHost[12],20,0,20,1.4995069584358096E9,2.0E9,6.4283096703713715E10,1.0E11,2602.147441681415,3000.0,1000000.0,6378.35545999808,5663.04677388038,7513.401,2657.249,3212.9657071532056,0,0.0
107,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7517.506,2644.998,7969.247823981885,0,0.0
108,HHO,mmecHost[14],20,0,20,1.2676997045109994E9,2.0E9,8.408153447850688E10,1.0E11,1846.28365643827,3000.0,1000000.0,9397.062908458529,6086.927600432497,7521.549,2632.797,3930.4669729773263,0,0.0
109,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7525.554,2620.354,7968.7024095665665,0,0.0
110,HHO,mmecHost[3],20,0,20,1.7687613527226663E9,2.0E9,5.698040949852818E10,1.0E11,1801.2262533990947,3000.0,1000000.0,6515.347855697703,7418.983839014224,7529.492,2608.12,4916.594270728196,0,0.0
111,HHO,mmecHost[9],20,0,20,1.148823960289286E9,2.0E9,5.7239048245497955E10,1.0E11,1649.3264395127228,3000.0,1000000.0,9302.1,5362.2699999999995,7498.775,2698.202,3217.0233701745155,0,0.0
112,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7503.659,2685.665,7969.798923467642,0,0.0
113,HHO,mmecHost[19],20,0,20,9.539479829118705E8,2.0E9,8.71524641845003E10,1.0E11,2380.747646028115,3000.0,1000000.0,7322.337799259497,4970.367314953862,7507.973,2673.45,2304.4065569011095,0,0.0
114,HHO,mmecHost[6],20,0,20,8.487223879191849E8,2.0E9,4.369371779752651E10,1.0E11,1365.8555346257378,3000.0,1000000.0,9950.155382835163,6874.901660201538,7512.146,2660.996,4868.3560535226725,0,0.0
115,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7516.252,2648.741,7969.308189082977,0,0.0
116,HHO,mmecHost[5],20,0,20,1.4388910323998287E9,2.0E9,5.660109608373327E10,1.0E11,2064.7200073640806,3000.0,1000000.0,6240.579139362918,8500.636257132912,7520.337,2636.547,6002.109878824614,0,0.0
117,HHO,mmecHost[10],20,0,20,1.6949883037087538E9,2.0E9,8.428611251857509E10,1.0E11,2675.614454447464,3000.0,1000000.0,8194.854514066516,6101.282306905374,7524.338,2624.133,3541.208790533034,0,0.0
118,HHO,mmecHost[7],20,0,20,1.2106590908357594E9,2.0E9,4.5938796692788994E10,1.0E11,2539.301915099927,3000.0,1000000.0,7362.043088190569,7623.132275419912,7528.415,2611.466,5014.42703299394,0,0.0
119,HHO,mmecHost[4],20,0,20,1.2709502066258059E9,2.0E9,8.63564053676495E10,1.0E11,2693.016669822418,3000.0,1000000.0,5971.305173777478,5368.592267020873,7497.344,2701.876,3072.485988240199,0,0.0
120,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7502.221,2689.355,7969.689470039971,0,0.0
121,HHO,mmecHost[13],20,0,20,1.7612853127456806E9,2.0E9,7.104235613293907E10,1.0E11,2215.385538633784,3000.0,1000000.0,2282.0106838727456,8636.444637469127,7506.72,2677.193,7925.292897849606,0,0.0
122,HHO,mmecHost[7],20,0,20,1.495499004565986E9,2.0E9,5.7740827828215225E10,1.0E11,2086.355546641651,3000.0,1000000.0,7362.043088190569,7623.132275419912,7510.89,2664.745,4960.6209063182105,0,0.0
123,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7514.995,2652.491,7969.370009925879,0,0.0
124,HHO,mmecHost[2],20,0,20,1.3426395247453594E9,2.0E9,6.946613948293082E10,1.0E11,2268.866209480977,3000.0,1000000.0,5236.30028550732,7167.692208768915,7519.084,2640.287,5070.354959126719,0,0.0
125,HHO,mmecHost[5],20,0,20,1.740396282373791E9,2.0E9,5.949400639546273E10,1.0E11,774.1199601092444,3000.0,1000000.0,6240.579139362918,8500.636257132912,7523.124,2627.905,6011.14745602306,0,0.0
126,HHO,mmecHost[19],20,0,20,1.698015582115168E9,2.0E9,6.995093301299107E10,1.0E11,2198.536049986121,3000.0,1000000.0,7322.337799259497,4970.367314953862,7527.202,2615.234,2364.0267071144967,0,0.0
127,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7530.0,2605.0,7967.868284553906,0,0.0
128,HHO,mmecHost[20],20,0,20,1.0183755965264161E9,2.0E9,8.014235889240848E10,1.0E11,1439.6914281553868,3000.0,1000000.0,4668.295921547615,8567.03294759933,7495.913,2705.551,6507.871308222715,0,0.0
129,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.785,2693.041,7969.582513777368,0,0.0
130,HHO,mmecHost[5],20,0,20,1.089519768210365E9,2.0E9,4.451766534638843E10,1.0E11,1989.544797228667,3000.0,1000000.0,6240.579139362918,8500.636257132912,7505.462,2680.946,5955.562386551012,0,0.0
131,HHO,mmecHost[19],20,0,20,9.772421296816936E8,2.0E9,4.4296076532580605E10,1.0E11,2468.6217813897206,3000.0,1000000.0,7322.337799259497,4970.367314953862,7509.636,2668.488,2309.486738782687,0,0.0
132,HHO,mmecHost[11],20,0,20,1.6621947708487978E9,2.0E9,6.366231670342948E10,1.0E11,2349.7970986238292,3000.0,0.007002450986,7430.970528422775,2871.2695031976136,7513.74,2656.239,230.41029215421773,0,0.0
133,HHO,mecHost_null,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7517.83,2644.031,7969.232575214567,0,0.0
134,HHO,mmecHost[6],20,0,20,1.302655538840973E9,2.0E9,5.2866969661201904E10,1.0E11,2302.356520862647,3000.0,1000000.0,9950.155382835163,6874.901660201538,7521.912,2631.669,4888.904717304662,0,0.0
