CallNumber,Algorithm,BestHost,TotalHosts,MEC_Hosts,MMEC_Hosts,BestHost_RAM,Total_RAM,BestHost_Disk,Total_Disk,BestHost_CPU,Total_CPU,Latency,BestHost_Latitude,BestHost_Longitude,UE_Latitude,UE_Longitude,Distance,ExecutionTime,std_Utilization
20,HHO,mmecHost[1],80,0,80,9.177671315542104E8,2.0E9,6.6437965899196815E10,1.0E11,2093.817651599455,3000.0,1000000.0,9295.507447978067,7188.093910486575,7523.721,2626.051,4894.023164469039,1,0.0
21,HHO,mmecHost[12],80,0,80,1.6923463407205243E9,2.0E9,7.501865517177864E10,1.0E11,2279.138330844302,3000.0,1000000.0,10514.849229924079,8523.044710540684,7527.84,2613.254,6621.7709400163185,2,0.0
22,HHO,mmecHost[82],80,0,80,8.173931783876396E8,2.0E9,7.605807773960362E10,1.0E11,1488.7416017076414,3000.0,1000000.0,10514.925869558809,8522.958684877814,7518.399,2642.332,6600.071475892131,1,0.0
23,HHO,mmecHost[42],80,0,80,7.378900361556464E8,2.0E9,2.557502739305003E10,1.0E11,1131.4824354452846,3000.0,1000000.0,4820.505282327466,8536.53968812634,7522.508,2629.819,6495.39590585897,1,0.0
24,HHO,mmecHost[66],80,0,80,1.5132018554080029E9,2.0E9,5.335367984198514E10,1.0E11,2501.5147239642342,3000.0,1000000.0,2780.4452304991382,8842.31316788711,7526.626,2617.025,7828.182718231292,1,0.0
25,HHO,mmecHost[58],80,0,80,1.3744493319755814E9,2.0E9,5.97188386712333E10,1.0E11,2682.1156618577334,3000.0,1000000.0,4668.396567955177,8567.202420017875,7530.0,2606.0,6612.466143181202,1,0.0
26,HHO,mmecHost[55],80,0,80,1.3950805938902051E9,2.0E9,8.070505225024284E10,1.0E11,2036.2276102100159,3000.0,1000000.0,8145.147013454033,8226.14328580273,7517.147,2646.069,5615.3016884202325,1,0.0
27,HHO,mmecHost[32],80,0,80,1.6668134943748157E9,2.0E9,8.122196596589621E10,1.0E11,2600.2764099452415,3000.0,1000000.0,5971.293277997768,5368.6565910090285,7521.3,2633.57,3143.7588168575357,1,0.0
28,HHO,mmecHost[6],80,0,80,1.2794990529670165E9,2.0E9,6.586325170100002E10,1.0E11,1415.9991343511424,3000.0,1000000.0,2282.0854373880356,8636.480189867081,7525.418,2620.779,7980.049947708044,1,0.0
29,HHO,mmecHost[8],80,0,80,1.2118762340565507E9,2.0E9,6.811513194522387E10,1.0E11,1799.0605694688356,3000.0,1000000.0,9416.783929496012,2259.014188877516,7529.427,2608.323,1919.4094989981736,0,0.0
30,HHO,mmecHost[6],80,0,80,1.5361628557316017E9,2.0E9,8.972155595652083E10,1.0E11,1543.5314469391276,3000.0,1000000.0,2282.0854373880356,8636.480189867081,7515.893,2649.813,7951.913332317274,1,0.0
31,HHO,mmecHost[1],80,0,80,1.1687451795353403E9,2.0E9,5.889095563124976E10,1.0E11,1606.9116232923861,3000.0,1000000.0,9295.507447978067,7188.093910486575,7520.078,2637.319,4884.844113240646,1,0.0
32,HHO,mmecHost[9],80,0,80,1.5488000268878355E9,2.0E9,8.01237728034594E10,1.0E11,2114.2019753082227,3000.0,1000000.0,8755.787310937283,8656.811465911062,7524.209,2624.534,6156.716378209208,1,0.0
33,HHO,mmecHost[58],80,0,80,1.53514016061921E9,2.0E9,7.976446603922832E10,1.0E11,2479.617963250516,3000.0,1000000.0,4668.396567955177,8567.202420017875,7528.333,2611.723,6606.5854658510025,2,0.0
34,HHO,mmecHost[8],80,0,80,1.668169143380512E9,2.0E9,5.0951767194955765E10,1.0E11,2297.1244142018936,3000.0,1000000.0,9416.783929496012,2259.014188877516,7514.634,2653.569,1942.639403816772,1,0.0
35,HHO,mecHost_null,80,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7518.824,2641.064,7969.186495187071,0,0.0
36,HHO,mmecHost[1],80,0,80,1.5284014292191198E9,2.0E9,8.700310215118709E10,1.0E11,2138.0597829091407,3000.0,1000000.0,9295.507447978067,7188.093910486575,7522.995,2628.305,4892.185123892344,2,0.0
37,HHO,mecHost_null,80,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7527.115,2615.504,7968.583399653981,0,0.0
38,HHO,mmecHost[4],80,0,80,1.4780968973703933E9,2.0E9,8.070562162193468E10,1.0E11,2421.1582779401588,3000.0,1000000.0,6378.242540055022,5663.075838117391,7530.0,2605.0,3267.778003202832,1,0.0
39,HHO,mmecHost[26],80,0,80,1.3429748441975725E9,2.0E9,7.577251208465617E10,1.0E11,991.7313309262921,3000.0,1000000.0,8236.390965048133,4828.747308537768,7513.374,2657.331,2288.6245469126643,1,0.0
40,HHO,mmecHost[64],80,0,80,1.067754044542583E9,2.0E9,6.271977097589408E10,1.0E11,1274.949928211546,3000.0,1000000.0,5939.872309777057,8461.284902600997,7517.569,2644.808,6026.651674423479,2,0.0
41,HHO,mmecHost[13],80,0,80,1.5965697304832766E9,2.0E9,4.4351695948370026E10,1.0E11,1432.4548735209603,3000.0,1000000.0,8449.710745956978,3955.466787528412,7521.782,2632.074,1616.2983102309765,1,0.0
42,HHO,mmecHost[2],80,0,80,1.312861471666193E9,2.0E9,6.816962182447923E10,1.0E11,1801.940755083998,3000.0,1000000.0,2924.2182861091915,8129.826468555632,7525.901,2619.277,7179.250604674574,2,0.0
43,HHO,mmecHost[43],80,0,80,9.457496332888007E8,2.0E9,8.557415236341766E10,1.0E11,1766.53696214364,3000.0,1000000.0,10768.176130564834,8110.898722527356,7529.727,2607.391,6385.620566802759,1,0.0
44,HHO,mmecHost[33],80,0,80,1.667716930505033E9,2.0E9,8.877029428466211E10,1.0E11,2426.7454423588783,3000.0,1000000.0,5329.157139026374,3612.5199077747375,7512.12,2661.074,2381.2971607532418,1,0.0
45,HHO,mmecHost[70],80,0,80,1.27051021122681E9,2.0E9,7.541226391675903E10,1.0E11,1691.7392257553797,3000.0,1000000.0,9525.800295876114,6668.001192593198,7516.314,2648.556,4493.770669446147,2,0.0
46,HHO,mmecHost[28],80,0,80,1.1407511504629736E9,2.0E9,6.642449517710886E10,1.0E11,2017.228234456955,3000.0,1000000.0,8157.517716801362,7589.016134796142,7520.569,2635.842,4993.960119729472,1,0.0
47,HHO,mmecHost[2],80,0,80,1.3447647529261408E9,2.0E9,4.876164166788045E10,1.0E11,1924.3179042829775,3000.0,1000000.0,2924.2182861091915,8129.826468555632,7524.689,2623.043,7175.583248693071,1,0.0
48,HHO,mmecHost[76],80,0,80,1.527961538477324E9,2.0E9,8.311109683077151E10,1.0E11,2696.2177199455073,3000.0,1000000.0,8444.280394880037,3879.527480946552,7528.781,2610.329,1564.9293677552187,1,0.0
49,HHO,mmecHost[7],80,0,80,1.7390833347872264E9,2.0E9,7.675109435034642E10,1.0E11,2698.5009231192316,3000.0,1000000.0,9397.062908458529,6086.927600432497,7510.865,2664.819,3907.5017367913465,1,0.0
50,HHO,mmecHost[41],80,0,80,1.485997362745988E9,2.0E9,7.920838703701955E10,1.0E11,2433.599605104496,3000.0,1000000.0,6894.0681315982665,4674.381868401733,7515.057,2652.306,2115.2820124634654,1,0.0
51,HHO,mmecHost[25],80,0,80,1.2044752065373466E9,2.0E9,7.940252645273082E10,1.0E11,2300.288527969163,3000.0,1000000.0,4428.8999080331405,2996.515469023855,7519.32,2639.582,3110.9641344994407,2,0.0
52,HHO,mmecHost[6],80,0,80,1.4086711787977417E9,2.0E9,8.504144950793037E10,1.0E11,2084.624306868032,3000.0,1000000.0,2282.0854373880356,8636.480189867081,7523.474,2626.818,7974.22057009947,2,0.0
53,HHO,mmecHost[9],80,0,80,1.4169647629050617E9,2.0E9,6.4921382271236115E10,1.0E11,2245.0415869324634,3000.0,1000000.0,8755.787310937283,8656.811465911062,7527.575,2614.078,6166.290069464736,1,0.0
54,HHO,mmecHost[3],80,0,80,1.3180590254159844E9,2.0E9,5.448792921774823E10,1.0E11,1475.6841319470147,3000.0,1000000.0,7430.9162052767715,2871.456819876965,7530.0,2605.0,284.28301960493553,1,0.0
55,HHO,mmecHost[12],80,0,80,9.048170090223752E8,2.0E9,6.987152377597765E10,1.0E11,1631.047515711527,3000.0,1000000.0,10514.849229924079,8523.044710540684,7509.612,2668.558,6580.764807529534,1,0.0
56,HHO,mmecHost[70],80,0,80,1.386215199051E9,2.0E9,4.945347481290423E10,1.0E11,2491.4610480183983,3000.0,1000000.0,9525.800295876114,6668.001192593198,7513.798,2656.064,4488.183739100187,2,0.0
57,HHO,mmecHost[5],80,0,80,8.695742349348547E8,2.0E9,8.820830636335144E10,1.0E11,2214.436964700653,3000.0,1000000.0,6198.480798454966,8189.086392786268,7518.061,2643.341,5700.577503193843,2,0.0
58,HHO,mmecHost[3],80,0,80,1.3828574958642426E9,2.0E9,7.453223772275995E10,1.0E11,1615.2545522219743,3000.0,1000000.0,7430.9162052767715,2871.456819876965,7522.265,2630.572,257.6239483133203,1,0.0
59,HHO,mmecHost[78],80,0,80,1.1344197082893424E9,2.0E9,8.026683572196391E10,1.0E11,2314.2297433351832,3000.0,1000000.0,3938.3967632116924,8943.676013171385,7526.368,2617.827,7272.544488242173,2,0.0
60,HHO,mmecHost[23],80,0,80,1.363035060040491E9,2.0E9,7.205109607887988E10,1.0E11,1815.4729156693534,3000.0,1000000.0,2000.2399220065192,8875.840393895174,7529.995,2606.558,8359.551002117201,2,0.0
61,HHO,mmecHost[18],80,0,80,1.5167285059972434E9,2.0E9,6.084137042919893E10,1.0E11,1927.488860806514,3000.0,1000000.0,9052.967256805818,2243.564203720518,7508.356,2672.309,1603.0115517325453,2,0.0
62,HHO,mmecHost[10],80,0,80,1.0634346843077736E9,2.0E9,3.2460104032807945E10,1.0E11,2036.2654655629435,3000.0,1000000.0,8001.4149140193595,8458.99992057006,7512.546,2659.801,5819.768116981589,1,0.0
63,HHO,mmecHost[9],80,0,80,1.076137181747184E9,2.0E9,7.529953891102779E10,1.0E11,2075.059115324002,3000.0,1000000.0,8755.787310937283,8656.811465911062,7516.808,2647.08,6136.117830134306,3,0.0
64,HHO,mmecHost[24],80,0,80,1.2729844577403646E9,2.0E9,8.95642667029789E10,1.0E11,2179.1491573687645,3000.0,1000000.0,3963.571464208362,7970.582394797544,7521.059,2634.319,6413.37856250269,1,0.0
65,HHO,mmecHost[13],80,0,80,1.2299321673448284E9,2.0E9,8.847881255152553E10,1.0E11,1795.2868655839777,3000.0,1000000.0,8449.710745956978,3955.466787528412,7525.157,2621.589,1622.969371622512,4,0.0
66,HHO,mmecHost[70],80,0,80,1.531239525546637E9,2.0E9,2.7812491790123196E10,1.0E11,699.5756266775949,3000.0,1000000.0,9525.800295876114,6668.001192593198,7529.231,2608.931,4523.531781875066,2,0.0
67,HHO,mmecHost[2],80,0,80,1.544491596524432E9,2.0E9,6.859955678958823E10,1.0E11,1974.0877607243795,3000.0,1000000.0,2924.2182861091915,8129.826468555632,7507.099,2676.059,7123.649011484777,2,0.0
68,HHO,mmecHost[33],80,0,80,1.3694511950158296E9,2.0E9,5.307776306567528E10,1.0E11,2318.073952790605,3000.0,1000000.0,5329.157139026374,3612.5199077747375,7511.293,2663.541,2379.554135368313,1,0.0
69,HHO,mmecHost[23],80,0,80,1.2579207887713957E9,2.0E9,6.611663082257649E10,1.0E11,1687.9375122331317,3000.0,1000000.0,2000.2399220065192,8875.840393895174,7515.552,2650.83,8316.815599841308,2,0.0
70,HHO,mmecHost[79],80,0,80,1.5788495395961318E9,2.0E9,3.8499920266505585E10,1.0E11,2689.7873392573915,3000.0,1000000.0,9417.048779982051,7597.421018393075,7519.83,2638.06,5309.868247882747,2,0.0
71,HHO,mmecHost[24],80,0,80,6.522052724827232E8,2.0E9,7.676820805525676E10,1.0E11,1248.2070131811129,3000.0,1000000.0,3963.571464208362,7970.582394797544,7523.945,2625.353,6422.440112400673,1,0.0
72,HHO,mmecHost[18],80,0,80,1.7856294733740256E9,2.0E9,8.704650286994905E10,1.0E11,2335.4410074145276,3000.0,1000000.0,9052.967256805818,2243.564203720518,7528.07,2612.539,1568.9021779905188,1,0.0
73,HHO,mmecHost[17],80,0,80,1.718062277620444E9,2.0E9,7.071291583990184E10,1.0E11,2099.60089525418,3000.0,1000000.0,8486.226715382574,4478.736781489938,7505.837,2679.829,2048.715011985067,1,0.0
74,HHO,mmecHost[69],80,0,80,1.3575410950677776E9,2.0E9,8.275040080745277E10,1.0E11,2049.5056329492863,3000.0,1000000.0,3097.8674873940377,6308.4422762187305,7510.036,2667.294,5720.593653900104,1,0.0
75,HHO,mmecHost[28],80,0,80,1.587576238576925E9,2.0E9,8.842229147626544E10,1.0E11,2538.7162082178506,3000.0,1000000.0,8157.517716801362,7589.016134796142,7514.298,2654.572,4976.19036246666,1,0.0
76,HHO,mmecHost[7],80,0,80,1.5881345817978826E9,2.0E9,6.915480682909586E10,1.0E11,2289.430976333055,3000.0,1000000.0,9397.062908458529,6086.927600432497,7518.578,2641.797,3923.9814481394815,1,0.0
77,HHO,mmecHost[16],80,0,80,1.5532618016858077E9,2.0E9,8.07203215958874E10,1.0E11,2140.226041601159,3000.0,1000000.0,4141.3078588260005,8100.265578327673,7522.733,2629.118,6431.756510410229,2,0.0
78,HHO,mecHost_null,80,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7526.853,2616.32,7968.603794016176,0,0.0
79,HHO,mmecHost[38],80,0,80,1.6764111752205806E9,2.0E9,7.570770662766608E10,1.0E11,1677.839163648277,3000.0,1000000.0,6636.967765293835,3282.184589791379,7530.0,2606.0,1120.148281119791,2,0.0
80,HHO,mmecHost[28],80,0,80,1.4262263604041057E9,2.0E9,8.60014863777949E10,1.0E11,930.0120330642542,3000.0,1000000.0,8157.517716801362,7589.016134796142,7504.482,2683.551,4948.741641682136,1,0.0
81,HHO,mmecHost[31],80,0,80,1.4890027665461435E9,2.0E9,6.847723903302274E10,1.0E11,2125.8281109910704,3000.0,1000000.0,6515.353685551759,7419.054497846204,7508.777,2671.052,4850.816178875791,2,0.0
82,HHO,mmecHost[36],80,0,80,1.72666416375893E9,2.0E9,8.060927623408057E10,1.0E11,2492.8001964576033,3000.0,1000000.0,6240.618442485931,8500.618468142851,7513.04,2658.328,5979.248659671159,2,0.0
83,HHO,mmecHost[36],80,0,80,1.6557738622326381E9,2.0E9,6.770880132422305E10,1.0E11,1916.312854871721,3000.0,1000000.0,6240.618442485931,8500.618468142851,7517.323,2645.543,5992.652439848771,2,0.0
84,HHO,mmecHost[18],80,0,80,1.5251743448034644E9,2.0E9,2.4335023277414593E10,1.0E11,2047.0374857069776,3000.0,1000000.0,9052.967256805818,2243.564203720518,7521.524,2632.874,1580.1520706233246,1,0.0
85,HHO,mecHost_null,80,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7525.648,2620.064,7968.695827047234,0,0.0
86,HHO,mmecHost[24],80,0,80,1.7613077138362434E9,2.0E9,7.248306956982108E10,1.0E11,1989.273537681833,3000.0,1000000.0,3963.571464208362,7970.582394797544,7529.578,2607.853,6440.129593038817,2,0.0
87,HHO,mmecHost[26],80,0,80,1.7913965611700168E9,2.0E9,8.720888551800034E10,1.0E11,2292.2278689843815,3000.0,1000000.0,8236.390965048133,4828.747308537768,7503.055,2687.214,2263.6136042199855,1,0.0
88,HHO,mmecHost[40],80,0,80,1.5700187180125694E9,2.0E9,8.255781124332396E10,1.0E11,2680.724312940433,3000.0,1000000.0,4833.352724389945,7103.823065789886,7507.526,2674.784,5173.7404026758,1,0.0
89,HHO,mmecHost[72],80,0,80,1.5612088092338371E9,2.0E9,8.396507124394255E10,1.0E11,2551.5589189433736,3000.0,1000000.0,3973.7958626363275,6696.6236741226385,7511.784,2662.076,5366.091221261008,1,0.0
90,HHO,mmecHost[60],80,0,80,1.0066008312809267E9,2.0E9,6.367496928263936E10,1.0E11,2228.7671159409324,3000.0,1000000.0,2072.3698614945597,7350.738475159612,7516.07,2649.283,7192.882230571584,2,0.0
91,HHO,mmecHost[79],80,0,80,1.7094092936786454E9,2.0E9,8.595045215377956E10,1.0E11,1738.3266425882136,3000.0,1000000.0,9417.048779982051,7597.421018393075,7520.308,2636.633,5311.0303472941305,3,0.0
92,HHO,mmecHost[46],80,0,80,1.6923941585460436E9,2.0E9,7.910172834228653E10,1.0E11,2186.642336216643,3000.0,1000000.0,9949.778596275219,6875.239164445393,7524.439,2623.819,4894.573073508387,1,0.0
93,HHO,mecHost_null,80,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7528.561,2611.015,7968.477273666907,0,0.0
94,HHO,mmecHost[24],80,0,80,1.7314073497780187E9,2.0E9,6.653550431601619E10,1.0E11,2167.0651396498065,3000.0,1000000.0,3963.571464208362,7970.582394797544,7501.623,2690.89,6355.545645623246,1,0.0
95,HHO,mmecHost[61],80,0,80,1.7062655336780624E9,2.0E9,8.801051183007045E10,1.0E11,2693.365312325797,3000.0,1000000.0,9349.90930409457,5774.71520742177,7506.274,2678.523,3603.5256790819694,1,0.0
96,HHO,mmecHost[6],80,0,80,1.229777435861672E9,2.0E9,6.2459028538043274E10,1.0E11,1732.377477222684,3000.0,1000000.0,2282.0854373880356,8636.480189867081,7510.528,2665.824,7936.330825269978,2,0.0
97,HHO,mmecHost[9],80,0,80,1.614028551035848E9,2.0E9,6.1115307588697174E10,1.0E11,2304.923667486283,3000.0,1000000.0,8755.787310937283,8656.811465911062,7514.812,2653.039,6130.685405791726,2,0.0
98,HHO,mmecHost[6],80,0,80,1.7114399075915236E9,2.0E9,6.0927010529336464E10,1.0E11,2347.725267042265,3000.0,1000000.0,2282.0854373880356,8636.480189867081,7519.054,2640.376,7961.0994957686335,1,0.0
99,HHO,mmecHost[25],80,0,80,1.7555790502911217E9,2.0E9,7.956554802128076E10,1.0E11,2058.0471579198556,3000.0,1000000.0,4428.8999080331405,2996.515469023855,7523.227,2627.584,3116.2430234043336,2,0.0
100,HHO,mmecHost[50],80,0,80,1.746894656245972E9,2.0E9,4.380193480151351E10,1.0E11,1716.737657793077,3000.0,1000000.0,5822.242884360428,7488.4473644815735,7527.347,2614.784,5163.329801151662,1,0.0
101,HHO,mmecHost[72],80,0,80,1.6718177842957692E9,2.0E9,6.657519146736164E10,1.0E11,2169.952333795518,3000.0,1000000.0,3973.7958626363275,6696.6236741226385,7530.0,2605.0,5421.067437068399,2,0.0
102,HHO,mmecHost[31],80,0,80,1.4180806409708588E9,2.0E9,5.590536141201454E10,1.0E11,1354.0623351538288,3000.0,1000000.0,6515.353685551759,7419.054497846204,7500.191,2694.568,4826.041566777136,1,0.0
103,HHO,mmecHost[38],80,0,80,1.6463114443101737E9,2.0E9,6.551158356566484E10,1.0E11,2532.3662492465864,3000.0,1000000.0,6636.967765293835,3282.184589791379,7504.981,2682.269,1055.1519750726893,1,0.0
104,HHO,mmecHost[24],80,0,80,1.3891786843678255E9,2.0E9,6.952005085461888E10,1.0E11,2626.376588227453,3000.0,1000000.0,3963.571464208362,7970.582394797544,7509.27,2669.58,6377.507702571927,3,0.0
105,HHO,mmecHost[9],80,0,80,8.448014249582593E8,2.0E9,4.5275346687946815E10,1.0E11,1328.255228867356,3000.0,1000000.0,8755.787310937283,8656.811465911062,7513.551,2656.801,6127.25686121068,2,0.0
106,HHO,mmecHost[15],80,0,80,1.182111816743473E9,2.0E9,4.4817360325551094E10,1.0E11,1541.1449248455558,3000.0,1000000.0,1260.4430370833225,6522.35169590872,7517.8,2644.12,7361.738738131968,1,0.0
107,HHO,mmecHost[46],80,0,80,1.7552270615224626E9,2.0E9,6.708007693807382E10,1.0E11,2592.9864755691965,3000.0,1000000.0,9949.778596275219,6875.239164445393,7522.014,2631.353,4889.234164130247,1,0.0
108,HHO,mmecHost[20],80,0,80,1.4428898259598026E9,2.0E9,7.620536030501103E10,1.0E11,2208.6241020090924,3000.0,1000000.0,4060.766727670073,8947.610995400819,7526.141,2618.532,7215.681518564272,1,0.0
109,HHO,mecHost_null,80,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7529.86,2606.977,7968.382564744805,0,0.0
110,HHO,mmecHost[31],80,0,80,9.252410210562589E8,2.0E9,4.770617020093337E10,1.0E11,2587.877818625935,3000.0,1000000.0,6515.353685551759,7419.054497846204,7498.758,2698.246,4822.148579109975,2,0.0
111,HHO,mmecHost[54],80,0,80,1.5787320063004808E9,2.0E9,3.847735770729596E10,1.0E11,1171.6138830397238,3000.0,0.006728339535,7729.221743272712,2618.48680987441,7503.547,2685.952,235.54329035208522,1,0.0
112,HHO,mmecHost[1],80,0,80,8.808878081400739E8,2.0E9,6.7849697919764496E10,1.0E11,2400.7665675709836,3000.0,1000000.0,9295.507447978067,7188.093910486575,7508.015,2673.326,4855.744900335882,2,0.0
113,HHO,mecHost_null,80,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7512.294,2660.553,7969.510863801178,0,0.0
114,HHO,mmecHost[34],80,0,80,1.5405477103145964E9,2.0E9,5.345372637439156E10,1.0E11,2304.2750350696183,3000.0,1000000.0,8034.471669142143,8152.255276546591,7516.547,2647.859,5528.709101785514,2,0.0
115,HHO,mmecHost[8],80,0,80,1.1763288090941238E9,2.0E9,8.032572830506967E10,1.0E11,1876.8738689943896,3000.0,1000000.0,9416.783929496012,2259.014188877516,7520.802,2635.118,1932.9256461944624,2,0.0
116,HHO,mmecHost[1],80,0,80,1.0806140443922367E9,2.0E9,6.860381630251469E10,1.0E11,2434.409704320828,3000.0,1000000.0,9295.507447978067,7188.093910486575,7524.928,2622.299,4897.084310712592,2,0.0
117,HHO,mmecHost[21],80,0,80,9.693626850667745E8,2.0E9,4.214904279946943E10,1.0E11,1274.1609197111209,3000.0,1000000.0,7739.975244467689,4835.768251844103,7528.965,2609.758,2235.9890349877305,2,0.0
118,HHO,mmecHost[32],80,0,80,1.6220444388839002E9,2.0E9,3.439027011489215E10,1.0E11,2235.729184718773,3000.0,1000000.0,5971.293277997768,5368.6565910090285,7497.321,2701.934,3072.4859618421733,1,0.0
119,HHO,mecHost_null,80,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7502.104,2689.657,7969.681248611201,0,0.0
120,HHO,mmecHost[76],80,0,80,7.906373911726701E8,2.0E9,3.8571063903960014E10,1.0E11,1171.9653297303387,3000.0,1000000.0,8444.280394880037,3879.527480946552,7506.761,2677.068,1524.7463458209963,1,0.0
121,HHO,mmecHost[10],80,0,80,1.6616272264569826E9,2.0E9,5.623348895898761E10,1.0E11,1660.7188416530746,3000.0,1000000.0,8001.4149140193595,8458.99992057006,7511.043,2664.288,5815.423531992813,1,0.0
122,HHO,mmecHost[76],80,0,80,1.7121381330833113E9,2.0E9,7.316013761586209E10,1.0E11,933.2031080667405,3000.0,1000000.0,8444.280394880037,3879.527480946552,7515.29,2651.61,1539.7416971016578,1,0.0
123,HHO,mecHost_null,80,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7519.561,2638.864,7969.153081928906,0,0.0
124,HHO,mmecHost[78],80,0,80,8.934943780402082E8,2.0E9,5.019805336192569E10,1.0E11,1890.2075360043311,3000.0,1000000.0,3938.3967632116924,8943.676013171385,7523.72,2626.052,7264.08396730475,2,0.0
125,HHO,mmecHost[2],80,0,80,1.7321502547526093E9,2.0E9,5.831114915264481E10,1.0E11,1994.3405372000686,3000.0,1000000.0,2924.2182861091915,8129.826468555632,7527.766,2613.483,7184.8936538508115,1,0.0
